Domain Name,Domain Type,Agency,City,State
stadt-nebra.de,City,Non-Federal Agency,Nebra,ST
stadt-neustadt-hessen.de,City,Non-Federal Agency,Neustadt (Hessen),HE
stadt-reichelsheim.de,City,Non-Federal Agency,Reichelsheim (Wetterau),HE
stadt-steinbach.de,City,Non-Federal Agency,Steinbach (Taunus),HE
stadt-sulzbach.de,City,Non-Federal Agency,Sulzbach/Saar,SL
stadt-waechtersbach.de,City,Non-Federal Agency,Wächtersbach,HE
staufenberg.de,City,Non-Federal Agency,Staufenberg,HE
stavenhagen.de,City,Non-Federal Agency,Stavenhagen,MV
steinau.de,City,Non-Federal Agency,Steinau an der Straße,HE
steinheim.com,City,Non-Federal Agency,Steinheim am Albuch,BW
stockstadt.de,City,Non-Federal Agency,Stockstadt am Rhein,HE
stralsund.de,City,Non-Federal Agency,Stralsund,MV
suedeifelinfo.de,City,Non-Federal Agency,Irrel,RP
suhltrifft.de,City,Non-Federal Agency,Suhl,TH
sulzbach-taunus.de,City,Non-Federal Agency,Sulzbach (Taunus),HE
tann-rhoen.de,City,Non-Federal Agency,Tann (Rhön),HE
taunusstein.de,City,Non-Federal Agency,Taunusstein,HE
tholey.de,City,Non-Federal Agency,Tholey,SL
torgau.eu,City,Non-Federal Agency,Torgau,SN
tourismus.hochheim.de,City,Non-Federal Agency,Hochheim am Main,HE
trebur.de,City,Non-Federal Agency,Trebur,HE
trendelburg.de,City,Non-Federal Agency,Trendelburg,HE
twistetal.de,City,Non-Federal Agency,Twistetal,HE
ueberherrn.de,City,Non-Federal Agency,Überherrn,SL
ulm.de,City,Non-Federal Agency,Ulm,BW
ulrichstein.de,City,Non-Federal Agency,Ulrichstein,HE
vellmar.de,City,Non-Federal Agency,Vellmar,HE
vg-altenkirchen.de,City,Non-Federal Agency,Altenkirchen (Westerwald),RP
vg-nesseaue.de,City,Non-Federal Agency,Pferdingsleben,TH
viernheim.de,City,Non-Federal Agency,Viernheim,HE
voehl.de,City,Non-Federal Agency,Vöhl,HE
voelklingen.de,City,Non-Federal Agency,Völklingen,SL
volkmarsen.de,City,Non-Federal Agency,Volkmarsen,HE
wabern.de,City,Non-Federal Agency,Wabern,HE
wadgassen.de,City,Non-Federal Agency,Wadgassen,SL
wahlsburg.de,City,Non-Federal Agency,Wahlsburg,HE
waldbrunn.de,City,Non-Federal Agency,Waldbrunn (Westerwald),HE
waldeck-stadt.de,City,Non-Federal Agency,Waldeck,HE
waldkappel.de,City,Non-Federal Agency,Waldkappel,HE
wald-michelbach.de,City,Non-Federal Agency,Wald-Michelbach,HE
waldsolms.de,City,Non-Federal Agency,Waldsolms,HE
walluf.de,City,Non-Federal Agency,Walluf,HE
wanfried.de,City,Non-Federal Agency,Wanfried,HE
wangerland-online.de,City,Non-Federal Agency,Wangerland,NI
wanzleben-boerde.de,City,Non-Federal Agency,Wanzleben-Börde,ST
wehretal.de,City,Non-Federal Agency,Wehretal,HE
wehrheim.de,City,Non-Federal Agency,Wehrheim,HE
weilburg.de,City,Non-Federal Agency,Weilburg,HE
weimar.de,City,Non-Federal Agency,Weimar,TH
weimar-lahn.de,City,Non-Federal Agency,Weimar (Lahn),HE
weiskirchen.de,City,Non-Federal Agency,Weiskirchen,SL
weissenfels.de,City,Non-Federal Agency,Weißenfels,ST
weisswasser.de,City,Non-Federal Agency,Weißwasser/O.L.,SN
weiterstadt.de,City,Non-Federal Agency,Weiterstadt,HE
wettenberg.de,City,Non-Federal Agency,Wettenberg,HE
wetzlar.de,City,Non-Federal Agency,Wetzlar,HE
wildeck.de,City,Non-Federal Agency,Wildeck,HE
willingshausen.de,City,Non-Federal Agency,Willingshausen,HE
wilsecker.de,City,Non-Federal Agency,Wilsecker,RP
woelfersheim.de,City,Non-Federal Agency,Wölfersheim,HE
woellstadt.de,City,Non-Federal Agency,Wöllstadt,HE
wohratal.de,City,Non-Federal Agency,Wohratal,HE
wolfhagen.de,City,Non-Federal Agency,Wolfhagen,HE
worms.de,City,Non-Federal Agency,Worms,RP
zierenberg.org,City,Non-Federal Agency,Zierenberg,HE
zwingenberg.de,City,Non-Federal Agency,Zwingenberg,HE
